,,,,,,,,,,,,,,,,,
Main Stat,,,,Determination,,,Direct Hit,,,Critical Hit,,,,Skill Speed,,,
3142,14.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3144,14.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3146,14.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3148,14.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3150,14.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3152,14.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3154,14.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3156,14.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3158,14.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3160,14.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3162,14.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3164,14.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3166,14.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3168,14.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3170,14.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3172,14.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3174,14.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3176,14.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3178,14.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3180,14.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3182,14.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3184,14.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3186,14.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3188,14.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3190,15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3192,15.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3194,15.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3196,15.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3198,15.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3200,15.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3202,15.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3204,15.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3206,15.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3208,15.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3210,15.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3212,15.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3214,15.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3216,15.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3218,15.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3220,15.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3222,15.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3224,15.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3226,15.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3228,15.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3230,15.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3232,15.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3234,15.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3236,15.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3238,15.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3240,15.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3242,15.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3244,15.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3246,15.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3248,15.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3250,15.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3252,15.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3254,15.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3256,15.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3258,15.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3260,15.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3262,15.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3264,15.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3266,15.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3268,15.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3270,15.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3272,15.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3274,15.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3276,15.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3278,15.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3280,15.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3282,15.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3284,15.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3286,15.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3288,15.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3290,15.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3292,15.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3294,15.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3296,15.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3298,15.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3300,15.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3302,15.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3304,15.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3306,15.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3308,15.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3310,15.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3312,15.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3314,15.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3316,15.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3318,15.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3320,15.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3322,15.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3324,15.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3326,15.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3328,15.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3330,15.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3332,15.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3334,15.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3336,15.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3338,15.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3340,15.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3342,15.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3344,15.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3346,15.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3348,15.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3350,15.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3352,15.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3354,15.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3356,15.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3358,15.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3360,15.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3362,15.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3364,15.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3366,15.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3368,15.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3370,15.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3372,15.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3374,15.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3376,15.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3378,15.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3380,15.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3382,15.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3384,15.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3386,15.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3388,15.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3390,16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3392,16.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3394,16.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3396,16.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3398,16.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3400,16.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3402,16.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3404,16.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3406,16.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3408,16.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3410,16.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3412,16.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3414,16.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3416,16.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3418,16.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3420,16.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3422,16.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3424,16.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3426,16.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3428,16.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3430,16.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3432,16.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3434,16.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3436,16.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3438,16.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3440,16.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3442,16.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3444,16.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3446,16.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3448,16.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3450,16.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3452,16.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3454,16.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3456,16.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3458,16.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3460,16.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3462,16.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3464,16.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3466,16.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3468,16.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3470,16.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3472,16.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3474,16.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3476,16.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3478,16.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3480,16.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3482,16.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3484,16.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3486,16.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3488,16.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3490,16.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3492,16.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3494,16.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3496,16.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3498,16.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3500,16.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3502,16.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3504,16.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3506,16.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3508,16.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3510,16.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3512,16.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3514,16.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3516,16.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3518,16.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3520,16.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3522,16.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3524,16.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3526,16.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3528,16.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3530,16.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3532,16.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3534,16.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3536,16.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3538,16.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3540,16.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3542,16.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3544,16.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3546,16.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3548,16.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3550,16.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3552,16.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3554,16.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3556,16.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3558,16.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3560,16.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3562,16.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3564,16.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3566,16.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3568,16.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3570,16.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3572,16.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3574,16.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3576,16.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3578,16.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3580,16.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3582,16.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3584,16.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3586,16.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3588,16.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3590,17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3592,17.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3594,17.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3596,17.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3598,17.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3600,17.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3602,17.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3604,17.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3606,17.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3608,17.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3610,17.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3612,17.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3614,17.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3616,17.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3618,17.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3620,17.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3622,17.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3624,17.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3626,17.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3628,17.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3630,17.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3632,17.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3634,17.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3636,17.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3638,17.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3640,17.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3642,17.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3644,17.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3646,17.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3648,17.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3650,17.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3652,17.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3654,17.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3656,17.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3658,17.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3660,17.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3662,17.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3664,17.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3666,17.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3668,17.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3670,17.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3672,17.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3674,17.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3676,17.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3678,17.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3680,17.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3682,17.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3684,17.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3686,17.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3688,17.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3690,17.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3692,17.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3694,17.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3696,17.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3698,17.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3700,17.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3702,17.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3704,17.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3706,17.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3708,17.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3710,17.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3712,17.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3714,17.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3716,17.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3718,17.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3720,17.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3722,17.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3724,17.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3726,17.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3728,17.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3730,17.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3732,17.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3734,17.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3736,17.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3738,17.74,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3740,17.75,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3742,17.76,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3744,17.77,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3746,17.78,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3748,17.79,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3750,17.8,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3752,17.81,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3754,17.82,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3756,17.83,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3758,17.84,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3760,17.85,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3762,17.86,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3764,17.87,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3766,17.88,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3768,17.89,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3770,17.9,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3772,17.91,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3774,17.92,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3776,17.93,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3778,17.94,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3780,17.95,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3782,17.96,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3784,17.97,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3786,17.98,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3788,17.99,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3790,18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3792,18.01,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3794,18.02,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3796,18.03,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3798,18.04,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3800,18.05,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3802,18.06,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3804,18.07,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3806,18.08,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3808,18.09,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3810,18.1,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3812,18.11,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3814,18.12,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3816,18.13,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3818,18.14,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3820,18.15,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3822,18.16,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3824,18.17,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3826,18.18,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3828,18.19,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3830,18.2,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3832,18.21,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3834,18.22,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3836,18.23,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3838,18.24,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3840,18.25,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3842,18.26,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3844,18.27,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3846,18.28,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3848,18.29,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3850,18.3,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3852,18.31,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3854,18.32,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3856,18.33,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3858,18.34,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3860,18.35,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3862,18.36,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3864,18.37,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3866,18.38,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3868,18.39,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3870,18.4,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3872,18.41,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3874,18.42,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3876,18.43,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3878,18.44,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3880,18.45,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3882,18.46,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3884,18.47,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3886,18.48,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3888,18.49,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3890,18.5,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3892,18.51,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3894,18.52,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3896,18.53,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3898,18.54,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3900,18.55,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3902,18.56,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3904,18.57,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3906,18.58,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3908,18.59,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3910,18.6,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3912,18.61,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3914,18.62,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3916,18.63,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3918,18.64,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3920,18.65,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3922,18.66,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3924,18.67,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3926,18.68,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3928,18.69,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3930,18.7,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3932,18.71,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3934,18.72,,,,,,,,,,,,,,,#VALUE!,#VALUE!
3936,18.73,,,,,,,,,,,,,,,#VALUE!,#VALUE!
